timestamp,side,mm_side,price,qty
0.20558743168218618,ASK,-1,100.0,1
0.29010898711878397,BID,1,99.98,3
0.3100068578108447,BID,1,99.97,1
0.3100068578108447,ASK,-1,99.99,3
0.3989974025976748,BID,1,99.97,1
0.4053742476355968,ASK,-1,99.99,3
0.555164074046478,BID,1,99.98,2
0.5563635864438063,ASK,-1,100.0,3
0.6889787461004196,ASK,-1,100.0,1
0.810203026838618,BID,1,99.98,3
0.9172054715232617,ASK,-1,100.0,1
0.9844761426572121,ASK,-1,100.0,3
1.0003678054143237,ASK,-1,100.0,2
1.2331096967346729,BID,1,100.0,1
1.2787407572600797,BID,1,100.0,3
1.4198264796596571,BID,1,100.0,3
1.5468624309995354,ASK,-1,100.0,3
1.6249999431013094,BID,1,100.01,1
1.670877144321018,BID,1,100.01,1
1.701777444702743,BID,1,100.01,3
1.8454884700402336,BID,1,100.0,2
1.8674685805458742,BID,1,99.98,1
1.8674685805458742,ASK,-1,99.99,3
1.8990577010497243,ASK,-1,100.0,2
1.9773282576600955,ASK,-1,100.0,3
1.9773282576600955,BID,1,99.99,3
2.0148011044590284,BID,1,100.02,3
2.02395903577113,BID,1,100.01,3
2.0562841143724624,ASK,-1,100.0,3
2.0652893126324288,ASK,-1,100.01,2
2.0810249197005053,BID,1,99.99,3
2.2610206289461905,ASK,-1,99.98,3
2.3539160666022725,BID,1,99.97,2
2.3642557596868494,ASK,-1,99.98,1
2.3642557596868494,ASK,-1,99.98,3
2.388119059170218,ASK,-1,99.98,3
2.4776306074554517,BID,1,100.0,3
2.5249311475190312,BID,1,99.98,3
2.541047224943499,ASK,-1,99.99,3
2.558498997421822,BID,1,99.98,3
2.6112083664853785,BID,1,99.98,3
2.737317145548075,ASK,-1,99.98,3
2.833491763468074,ASK,-1,99.98,3
2.977832510742263,BID,1,99.97,3
3.034823428609548,ASK,-1,99.98,3
3.0893486059132327,BID,1,99.97,2
3.0893486059132327,ASK,-1,99.98,3
3.28797012273012,BID,1,99.97,3
3.321545524557696,ASK,-1,99.98,3
3.4850749248060313,ASK,-1,99.99,3
3.50392669880721,BID,1,99.98,3
3.50392669880721,ASK,-1,99.99,3
3.6150105500477445,ASK,-1,100.0,2
3.6469760683403467,ASK,-1,100.0,1
3.742069979116441,BID,1,99.99,2
3.8369715190706497,BID,1,99.99,2
4.260550110573701,BID,1,100.0,3
4.297082688012495,BID,1,100.0,3
