timestamp,event_type,event_idx,best_bid,best_ask,mid_price,fundamental_price,fundamental_gap,spread,top_bid_depth,top_ask_depth,mm_inventory,mm_cash,mm_realized_pnl,mm_unrealized_pnl,mm_pnl,mm_mtm_pnl,events_since_mm_refresh
0.0,INIT,0,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,23,23,0,0.0,0.0,0.0,0.0,0.0,0
0.022741946295330058,LIMIT_ARRIVAL|MM_REFRESH,1,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,23,23,0,0.0,0.0,0.0,0.0,0.0,0
0.02581659425206319,CANCEL_ARRIVAL|MM_REFRESH,2,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,23,23,0,0.0,0.0,0.0,0.0,0.0,0
0.04438738206285853,LIMIT_ARRIVAL|MM_REFRESH,3,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,23,23,0,0.0,0.0,0.0,0.0,0.0,0
0.07459248863293023,MARKET_ARRIVAL|MM_REFRESH,4,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,23,20,0,0.0,0.0,0.0,0.0,0.0,0
0.10362356349978918,MARKET_ARRIVAL|MM_REFRESH,5,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,23,18,0,0.0,0.0,0.0,0.0,0.0,0
0.1382878636209632,CANCEL_ARRIVAL|MM_REFRESH,6,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,5,3,0,0.0,0.0,0.0,0.0,0.0,0
0.17017431478565476,LIMIT_ARRIVAL|MM_REFRESH,7,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,5,3,0,0.0,0.0,0.0,0.0,0.0,0
0.20558743168218618,MARKET_ARRIVAL|MM_REFRESH,8,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,18,-1,100.0,0.0,0.0,0.0,0.0,0
0.21740452260544424,LIMIT_ARRIVAL|MM_REFRESH,9,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,16,-1,100.0,0.0,0.0,0.0,0.0,0
0.23490107000009455,CANCEL_ARRIVAL|MM_REFRESH,10,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,16,-1,100.0,0.0,0.0,0.0,0.0,0
0.25355774824188426,LIMIT_ARRIVAL|MM_REFRESH,11,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,16,-1,100.0,0.0,0.0,0.0,0.0,0
0.2661942383878181,CANCEL_ARRIVAL|MM_REFRESH,12,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-1,100.0,0.0,0.009999999999990905,0.009999999999990905,0.009999999999990905,0
0.29010898711878397,MARKET_ARRIVAL|MM_REFRESH,13,99.97,99.99,99.97999999999999,100.0,0.020000000000010232,0.01999999999999602,3,3,2,-199.94,0.01999999999999602,-2.842170943040401e-14,0.0199999999999676,0.01999999999998181,0
0.3100068578108447,MARKET_ARRIVAL|MM_REFRESH|FUND_ADAPT,14,99.97,100.01,99.99000000000001,100.0,0.009999999999990905,0.04000000000000625,3,13,0,0.060000000000002274,0.05999999999995964,0.0,0.05999999999995964,0.060000000000002274,0
0.3989974025976748,MARKET_ARRIVAL|MM_REFRESH,15,99.97,99.99,99.97999999999999,100.0,0.020000000000010232,0.01999999999999602,3,3,1,-99.91,0.05999999999995964,0.009999999999990905,0.06999999999995055,0.06999999999999318,0
0.4053742476355968,LIMIT_ARRIVAL|MM_REFRESH|FUND_ADAPT,16,99.97,100.01,99.99000000000001,100.0,0.009999999999990905,0.04000000000000625,3,16,-2,200.05999999999997,0.07999999999995566,-2.842170943040401e-14,0.07999999999992724,0.07999999999995566,0
0.4428565874854105,LIMIT_ARRIVAL|MM_REFRESH,17,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,19,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.44391071311285646,LIMIT_ARRIVAL|MM_REFRESH,18,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,25,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.4666639551153664,LIMIT_ARRIVAL|MM_REFRESH,19,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,25,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.4807095693029174,LIMIT_ARRIVAL|MM_REFRESH,20,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,25,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.48516745206977746,LIMIT_ARRIVAL|MM_REFRESH,21,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,25,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.48615908236410543,LIMIT_ARRIVAL|MM_REFRESH,22,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,25,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.5198633779853925,LIMIT_ARRIVAL|MM_REFRESH,23,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,23,-2,200.05999999999997,0.07999999999995566,-0.020000000000010232,0.05999999999994543,0.05999999999997385,0
0.5465741529634734,CANCEL_ARRIVAL|MM_REFRESH,24,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-2,200.05999999999997,0.07999999999995566,-2.842170943040401e-14,0.07999999999992724,0.07999999999995566,0
0.555164074046478,MARKET_ARRIVAL|MM_REFRESH,25,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,0,0.0999999999999659,0.09999999999993747,0.0,0.09999999999993747,0.0999999999999659,0
0.5563635864438063,MARKET_ARRIVAL|MM_REFRESH,26,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-3,300.09999999999997,0.09999999999993747,0.029999999999972715,0.1299999999999102,0.1299999999999386,0
0.6889787461004196,MARKET_ARRIVAL|MM_REFRESH,27,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-4,400.09999999999997,0.09999999999993747,0.03999999999996362,0.1399999999999011,0.13999999999992951,0
0.7352086835962026,LIMIT_ARRIVAL|MM_REFRESH,28,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-4,400.09999999999997,0.09999999999993747,0.03999999999996362,0.1399999999999011,0.13999999999992951,0
0.8052818808149803,CANCEL_ARRIVAL|MM_REFRESH,29,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-4,400.09999999999997,0.09999999999993747,0.03999999999996362,0.1399999999999011,0.13999999999992951,0
0.8087446723855121,LIMIT_ARRIVAL|MM_REFRESH,30,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-4,400.09999999999997,0.09999999999993747,0.03999999999996362,0.1399999999999011,0.13999999999992951,0
0.810203026838618,MARKET_ARRIVAL|MM_REFRESH,31,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-1,100.15999999999997,0.15999999999992554,0.009999999999990905,0.16999999999991644,0.16999999999995907,0
0.8959050056432173,CANCEL_ARRIVAL|MM_REFRESH,32,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-1,100.15999999999997,0.15999999999992554,0.009999999999990905,0.16999999999991644,0.16999999999995907,0
0.9172054715232617,MARKET_ARRIVAL|MM_REFRESH,33,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-2,200.15999999999997,0.15999999999992554,0.01999999999998181,0.17999999999990735,0.17999999999994998,0
0.9807731316214641,CANCEL_ARRIVAL|MM_REFRESH,34,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-2,200.15999999999997,0.15999999999992554,0.01999999999998181,0.17999999999990735,0.17999999999994998,0
0.9844761426572121,MARKET_ARRIVAL|MM_REFRESH,35,99.98,100.0,99.99000000000001,100.0,0.009999999999990905,0.01999999999999602,3,3,-5,500.15999999999997,0.15999999999992554,0.049999999999954525,0.20999999999988006,0.2099999999999227,0
1.0003678054143237,MARKET_ARRIVAL|MM_REFRESH,36,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,26,-7,700.16,0.15999999999992554,0.0,0.15999999999992554,0.15999999999996817,0
1.0203101577882951,LIMIT_ARRIVAL|MM_REFRESH,37,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,26,-7,700.16,0.15999999999992554,0.0,0.15999999999992554,0.15999999999996817,0
1.1243668678358847,CANCEL_ARRIVAL|MM_REFRESH,38,99.99,100.01,100.0,100.0,0.0,0.020000000000010232,3,26,-7,700.16,0.15999999999992554,0.0,0.15999999999992554,0.15999999999996817,0
1.1278791171454179,FUNDAMENTAL_MOVE|MM_REFRESH,39,99.99,100.01,100.0,100.01,0.010000000000005116,0.020000000000010232,3,26,-7,700.16,0.15999999999992554,0.0,0.15999999999992554,0.15999999999996817,0
1.1926775124341795,CANCEL_ARRIVAL|MM_REFRESH|FUND_ADAPT,40,99.99,100.01,100.0,100.01,0.010000000000005116,0.020000000000010232,3,17,-7,700.16,0.15999999999992554,0.0,0.15999999999992554,0.15999999999996817,0
1.2238545023144933,CANCEL_ARRIVAL|MM_REFRESH,41,100.0,100.01,100.005,100.01,0.005000000000009663,0.010000000000005116,3,14,-7,700.16,0.15999999999992554,-0.03499999999996817,0.12499999999995737,0.125,0
1.2331096967346729,MARKET_ARRIVAL|MM_REFRESH,42,100.0,100.01,100.005,100.01,0.005000000000009663,0.010000000000005116,3,14,-6,600.16,0.15999999999992554,-0.029999999999972715,0.12999999999995282,0.12999999999999545,0
1.2542896537573023,LIMIT_ARRIVAL|MM_REFRESH,43,100.0,100.01,100.005,100.01,0.005000000000009663,0.010000000000005116,3,14,-6,600.16,0.15999999999992554,-0.029999999999972715,0.12999999999995282,0.12999999999999545,0
