timestamp,side,mm_side,price,qty
0.20558743168218618,ASK,-1,100.0,1
0.29010898711878397,ASK,-1,100.0,3
0.3100068578108447,ASK,-1,100.0,3
0.509768048486116,BID,1,100.01,3
1.0154819228140513,BID,1,100.01,3
1.2046496004156468,ASK,-1,100.02,1
1.2046496004156468,BID,1,100.01,3
1.2244232700335893,BID,1,100.01,3
1.3293576212378684,ASK,-1,100.03,3
1.3659449422196657,BID,1,100.01,3
1.389961237759483,ASK,-1,100.03,3
1.4127425807479606,ASK,-1,100.03,3
1.4400690408671046,BID,1,100.01,3
1.4862887607704123,BID,1,100.02,1
1.487965358770755,BID,1,100.01,3
1.4987756293421737,ASK,-1,100.03,1
1.5216637339805537,ASK,-1,100.02,2
1.5279284387285972,BID,1,100.01,3
1.5379724877155578,ASK,-1,100.01,3
1.5629740296267238,ASK,-1,100.02,3
1.5719315231099857,ASK,-1,100.02,1
1.6461710504401057,BID,1,100.0,2
1.8437273281121982,ASK,-1,100.02,3
1.867866084517957,BID,1,100.01,3
1.9386423915295259,ASK,-1,100.02,3
1.9386423915295259,BID,1,100.01,3
1.990245801341179,ASK,-1,100.03,1
2.005531026400685,BID,1,100.01,3
2.0232342667458836,BID,1,100.01,3
2.0641409853520516,ASK,-1,100.01,3
2.1006005865315753,BID,1,100.0,3
2.211120360888895,ASK,-1,100.0,3
2.8662407346981404,ASK,-1,100.01,2
3.0541351975791335,ASK,-1,100.02,2
3.0807174093082264,ASK,-1,100.03,3
3.1141887055989614,BID,1,100.02,3
3.176292082376925,BID,1,100.0,1
3.4830001046498884,BID,1,100.0,3
3.4830001046498884,ASK,-1,100.01,3
3.638141308178945,ASK,-1,100.02,1
3.6408391057636793,ASK,-1,100.02,2
3.669581802954194,BID,1,100.01,1
3.840832980359282,BID,1,100.01,3
3.840832980359282,ASK,-1,100.01,1
3.915109330736239,ASK,-1,100.03,2
3.926941051344926,BID,1,100.01,3
3.926941051344926,ASK,-1,100.02,3
3.9645067864822137,ASK,-1,100.03,3
4.149440831535877,BID,1,100.03,2
4.332792693606497,BID,1,100.03,1
4.449756575798309,BID,1,100.03,3
4.523260434703689,ASK,-1,100.04,3
4.648442764909568,ASK,-1,100.05,3
4.713127871950842,ASK,-1,100.06,2
4.713127871950842,BID,1,100.05,3
4.750040762646404,ASK,-1,100.07,1
4.754908897480558,ASK,-1,100.07,3
4.754908897480558,BID,1,100.06,3
4.762561035117072,BID,1,100.05,3
4.800856452023815,ASK,-1,100.07,3
4.800856452023815,BID,1,100.07,3
4.815366343543222,ASK,-1,100.07,3
4.836503242633445,BID,1,100.07,3
4.836503242633445,BID,1,100.06,3
4.902919692970575,ASK,-1,100.07,1
4.902919692970575,BID,1,100.05,3
4.925328041837789,BID,1,100.05,3
5.011237684058416,BID,1,100.04,1
5.011237684058416,ASK,-1,100.05,3
5.074466472155482,ASK,-1,100.05,3
5.155902282944067,BID,1,100.04,2
5.248819725343379,ASK,-1,100.06,2
5.265926175213799,ASK,-1,100.07,3
5.265926175213799,BID,1,100.07,3
