p_informed,final_pnl,avg_markout,avg_adverse_move,adverse_fill_ratio
0.0,20.059999999998325,-3.2030752733851795e-05,3.2030752733851795e-05,0.4623860182370821
0.1,14.279999999997699,-0.00038855484732375797,0.00038855484732375797,0.4642304118922267
0.3,-27.70000000000121,-0.0019129064169834432,0.0019129064169834432,0.5068493150684932
0.6,-153.470000000002,-0.008750339886934945,0.008750339886934945,0.5328740157480315
